fecha;nombre;geo
2020-06-17;Iquique;[(-70.131647, -20.0583), (-70.131689, -20.05917), (-70.132247, -20.059372), (-70.13289, -20.060017), (-70.133448, -20.059815), (-70.134006, -20.060379), (-70.13568, -20.060984), (-70.136281, -20.06171), (-70.136452, -20.062355), (-70.135594, -20.062032), (-70.134864, -20.062153), (-70.133491, -20.061589), (-70.13465, -20.062959), (-70.134006, -20.063282), (-70.132976, -20.063766), (-70.132118, -20.064532), (-70.132762, -20.065781), (-70.133105, -20.066628), (-70.133234, -20.067071), (-70.133749, -20.067394), (-70.134049, -20.068159), (-70.134221, -20.069127), (-70.133276, -20.069449), (-70.132847, -20.068683), (-70.132161, -20.068925), (-70.131646, -20.070014), (-70.132075, -20.070497), (-70.13156, -20.071223), (-70.130101, -20.0709), (-70.128384, -20.072432), (-70.126925, -20.075012), (-70.126925, -20.076221), (-70.126238, -20.077027), (-70.126324, -20.078398), (-70.127268, -20.08001), (-70.125809, -20.081139), (-70.124436, -20.082267), (-70.123148, -20.084766), (-70.121689, -20.087749), (-70.12229, -20.09057), (-70.122977, -20.092666), (-70.123664, -20.095648), (-70.124865, -20.098631), (-70.126582, -20.102258), (-70.126925, -20.104273), (-70.127268, -20.10661), (-70.128384, -20.108867), (-70.131302, -20.111768), (-70.132676, -20.112574), (-70.133706, -20.114348), (-70.132676, -20.116604), (-70.131388, -20.117249), (-70.130788, -20.119183), (-70.131474, -20.12007), (-70.133362, -20.122246), (-70.133105, -20.124099), (-70.133706, -20.127404), (-70.134907, -20.129982), (-70.135937, -20.132642), (-70.137053, -20.132642), (-70.138255, -20.134173), (-70.137997, -20.138363), (-70.137654, -20.140136), (-70.137826, -20.142634), (-70.139027, -20.142392), (-70.139886, -20.143359), (-70.139971, -20.145132), (-70.141173, -20.146099), (-70.140916, -20.147066), (-70.141688, -20.148114), (-70.142546, -20.149), (-70.143319, -20.150692), (-70.14452, -20.150934), (-70.146151, -20.151417), (-70.147696, -20.151659), (-70.148297, -20.152948), (-70.149155, -20.154721), (-70.150185, -20.155124), (-70.151644, -20.156171), (-70.152245, -20.157783), (-70.152074, -20.159555), (-70.152503, -20.161247), (-70.151644, -20.162698), (-70.152588, -20.163987), (-70.151644, -20.165276), (-70.14937, -20.167653), (-70.148426, -20.168297), (-70.147868, -20.169183), (-70.147052, -20.169224), (-70.146494, -20.169586), (-70.145894, -20.170674), (-70.145636, -20.171923), (-70.144735, -20.172809), (-70.143962, -20.173171), (-70.143405, -20.174178), (-70.143834, -20.175024), (-70.143018, -20.175508), (-70.143233, -20.176273), (-70.142117, -20.176837), (-70.141473, -20.177038), (-70.140787, -20.177159), (-70.140057, -20.177723), (-70.139886, -20.179173), (-70.139971, -20.179858), (-70.139499, -20.180503), (-70.139499, -20.181187), (-70.139843, -20.181792), (-70.139285, -20.182114), (-70.138727, -20.182597), (-70.138598, -20.184007), (-70.138384, -20.184772), (-70.139027, -20.185417), (-70.138341, -20.185538), (-70.138426, -20.186222), (-70.137954, -20.186263), (-70.137868, -20.187028), (-70.138255, -20.187874), (-70.137911, -20.188478), (-70.137396, -20.189404), (-70.137354, -20.190935), (-70.137632, -20.190975), (-70.137675, -20.191257), (-70.137418, -20.191519), (-70.137997, -20.194802), (-70.13877, -20.197742), (-70.1398, -20.199836), (-70.140937, -20.201689), (-70.14289, -20.20032), (-70.143061, -20.200481), (-70.141044, -20.20185), (-70.141109, -20.202072), (-70.144005, -20.204951), (-70.146108, -20.205233), (-70.14716, -20.205294), (-70.147868, -20.203642), (-70.148276, -20.203844), (-70.147632, -20.205253), (-70.148125, -20.205777), (-70.150292, -20.207025), (-70.151387, -20.207629), (-70.151301, -20.208314), (-70.151516, -20.208596), (-70.151902, -20.210046), (-70.152267, -20.210026), (-70.153468, -20.211053), (-70.154455, -20.210992), (-70.155035, -20.210146), (-70.155528, -20.209301), (-70.156386, -20.20918), (-70.156978, -20.208878), (-70.156708, -20.208314), (-70.155249, -20.208234), (-70.155378, -20.207106), (-70.157009, -20.206904), (-70.157009, -20.206059), (-70.155206, -20.206582), (-70.154992, -20.20626), (-70.157095, -20.205575), (-70.155721, -20.203602), (-70.156622, -20.202877), (-70.15821, -20.205616), (-70.159455, -20.205092), (-70.15688, -20.200742), (-70.157566, -20.199906), (-70.161342, -20.206028), (-70.163574, -20.207316), (-70.161514, -20.210055), (-70.158081, -20.20925), (-70.154648, -20.21231), (-70.157222, -20.213599), (-70.158939, -20.215371), (-70.155849, -20.218432), (-70.150528, -20.225358), (-70.147438, -20.230996), (-70.148983, -20.2347), (-70.153274, -20.234539), (-70.152244, -20.237438), (-70.147953, -20.240176), (-70.142631, -20.244042), (-70.13422, -20.259664), (-70.132675, -20.267876), (-70.133533, -20.272546), (-70.131988, -20.277055), (-70.130443, -20.284784), (-70.13113, -20.287843), (-70.133877, -20.289936), (-70.131817, -20.295411), (-70.136021, -20.296013), (-70.138081, -20.306961), (-70.143574, -20.32821), (-70.151814, -20.332717), (-70.153874, -20.339156), (-70.171726, -20.349457), (-70.17928, -20.353319), (-70.182026, -20.366838), (-70.182026, -20.377781), (-70.1731, -20.386148), (-70.165547, -20.39709), (-70.16074, -20.409961), (-70.16692, -20.424762), (-70.162113, -20.438274), (-70.160054, -20.452429), (-70.161427, -20.470442), (-70.169666, -20.470442), (-70.17104, -20.480091), (-70.1628, -20.483307), (-70.16692, -20.492312), (-70.16692, -20.50003), (-70.17516, -20.505175), (-70.187519, -20.523182), (-70.196446, -20.527041), (-70.201939, -20.539258), (-70.195759, -20.546974), (-70.195072, -20.561118), (-70.192326, -20.575904), (-70.193012, -20.595189), (-70.199192, -20.606115), (-70.199192, -20.625395), (-70.193699, -20.629894), (-70.192326, -20.639533), (-70.184773, -20.644673), (-70.184773, -20.656881), (-70.189579, -20.67487), (-70.189579, -20.691572), (-70.197132, -20.706346), (-70.197819, -20.725613), (-70.186146, -20.733962), (-70.186146, -20.742952), (-70.200566, -20.751299), (-70.196446, -20.762215), (-70.189579, -20.776981), (-70.185502, -20.797461), (-70.189794, -20.798905), (-70.195287, -20.80388), (-70.209535, -20.810299), (-70.203183, -20.81415), (-70.196489, -20.81768), (-70.193227, -20.819766), (-70.190995, -20.819284), (-70.185674, -20.822814), (-70.179151, -20.833082), (-70.179837, -20.834687), (-70.179322, -20.836291), (-70.176432, -20.836035), (-70.171969, -20.838602), (-70.160296, -20.851116), (-70.155146, -20.857211), (-70.155146, -20.861061), (-70.152056, -20.861703), (-70.147593, -20.868119), (-70.144847, -20.87261), (-70.143473, -20.879988), (-70.139353, -20.881913), (-70.13798, -20.887687), (-70.140383, -20.897951), (-70.141413, -20.903082), (-70.13695, -20.903403), (-70.137637, -20.908535), (-70.142443, -20.912062), (-70.141757, -20.917194), (-70.13386, -20.920721), (-70.129397, -20.929059), (-70.12665, -20.936755), (-70.128367, -20.946695), (-70.13695, -20.955993), (-70.143817, -20.961443), (-70.146906, -20.967855), (-70.148966, -20.973305), (-70.15446, -20.974267), (-70.158923, -20.980037), (-70.156176, -20.984525), (-70.157206, -20.991256), (-70.165789, -20.997346), (-70.165103, -21.001193), (-70.170252, -21.008564), (-70.173342, -21.014654), (-70.175402, -21.020102), (-70.177462, -21.02523), (-70.171969, -21.027473), (-70.166133, -21.030998), (-70.166819, -21.034843), (-70.163386, -21.040932), (-70.159953, -21.045417), (-70.15549, -21.053107), (-70.1524, -21.061758), (-70.149996, -21.062399), (-70.14519, -21.067525), (-70.14004, -21.072651), (-70.136264, -21.078097), (-70.1318, -21.078097), (-70.125964, -21.086426), (-70.124247, -21.094114), (-70.123217, -21.102121), (-70.121501, -21.106926), (-70.122187, -21.11173), (-70.128024, -21.116214), (-70.126994, -21.121978), (-70.131114, -21.125501), (-70.134547, -21.130305), (-70.130084, -21.132547), (-70.124934, -21.139271), (-70.116694, -21.146636), (-70.114634, -21.15304), (-70.115321, -21.158163), (-70.111201, -21.161685), (-70.109828, -21.17097), (-70.111201, -21.174491), (-70.108454, -21.175772), (-70.103991, -21.179293), (-70.102618, -21.183135), (-70.097811, -21.187937), (-70.094378, -21.19626), (-70.096095, -21.201701), (-70.094378, -21.206182), (-70.095065, -21.209703), (-70.095065, -21.213544), (-70.091975, -21.216744), (-70.087168, -21.223785), (-70.083048, -21.230826), (-70.081332, -21.240106), (-70.084422, -21.246826), (-70.087512, -21.250666), (-70.087168, -21.256425), (-70.083392, -21.257705), (-70.073779, -21.278821), (-70.073436, -21.2833), (-70.068629, -21.289058), (-70.065882, -21.295456), (-70.066226, -21.305692), (-70.069659, -21.318166), (-70.075839, -21.324882), (-70.079615, -21.326161), (-70.083392, -21.3284), (-70.084765, -21.333197), (-70.088198, -21.336715), (-70.097125, -21.338314), (-70.096095, -21.341831), (-70.097811, -21.345349), (-70.097811, -21.348546), (-70.095065, -21.351744), (-70.093348, -21.356221), (-70.092318, -21.361336), (-70.089572, -21.36933), (-70.086482, -21.372527), (-70.087512, -21.376363), (-70.086825, -21.3802), (-70.083392, -21.383397), (-70.080989, -21.388512), (-70.079272, -21.392667), (-70.077555, -21.397782), (-70.074465, -21.401938), (-70.073779, -21.406732), (-70.070346, -21.410568), (-70.066569, -21.418239), (-70.063822, -21.422074), (-70.058948, -21.43043), (-70.041096, -21.425956), (-70.030109, -21.428513), (-70.019123, -21.432987), (-70.008823, -21.437461), (-69.997837, -21.436822), (-69.988224, -21.433626), (-69.979984, -21.434265), (-69.965565, -21.432348), (-69.953892, -21.427234), (-69.940845, -21.424678), (-69.925052, -21.425956), (-69.914753, -21.429791), (-69.90308, -21.427874), (-69.893467, -21.431709), (-69.881107, -21.435544), (-69.873554, -21.434265), (-69.863941, -21.434904), (-69.872867, -21.12715), (-69.833042, -21.100246), (-70.038349, -20.796289), (-70.060322, -20.683914), (-70.045215, -20.532235), (-70.067875, -20.452479), (-70.087788, -20.33663), (-70.107014, -20.330192), (-70.118, -20.31345), (-70.117313, -20.300571), (-70.110447, -20.285114), (-70.11182, -20.267723), (-70.11388, -20.258061), (-70.10976, -20.244533), (-70.116627, -20.231004), (-70.118, -20.216829), (-70.114567, -20.200719), (-70.112507, -20.157538), (-70.102894, -20.140778), (-70.108387, -20.132397), (-70.108387, -20.127239), (-70.102894, -20.127884), (-70.093967, -20.104028), (-70.093967, -20.089842), (-70.131647, -20.0583)]
2020-06-17;Alto Hospicio;[(-70.087788, -20.33663), (-70.03079, -20.314763), (-69.971395, -20.329895), (-69.91303, -20.239082), (-69.891954, -20.058077), (-70.093967, -20.089842), (-70.093967, -20.104028), (-70.102894, -20.127884), (-70.108387, -20.127239), (-70.108387, -20.132397), (-70.102894, -20.140778), (-70.112507, -20.157538), (-70.114567, -20.200719), (-70.118, -20.216829), (-70.116627, -20.231004), (-70.10976, -20.244533), (-70.11388, -20.258061), (-70.11182, -20.267723), (-70.110447, -20.285114), (-70.117313, -20.300571), (-70.118, -20.31345), (-70.107014, -20.330192), (-70.087788, -20.33663)]
2020-06-17;Pozo Almonte;[(-69.790708, -20.248583), (-69.787832, -20.261507), (-69.788176, -20.264325), (-69.786459, -20.265694), (-69.788133, -20.270445), (-69.785772, -20.271813), (-69.784142, -20.271733), (-69.77749, -20.272296), (-69.780408, -20.266258), (-69.777747, -20.265976), (-69.777919, -20.260742), (-69.772168, -20.261507), (-69.765431, -20.261709), (-69.766804, -20.258206), (-69.776374, -20.257763), (-69.776674, -20.254582), (-69.782254, -20.254099), (-69.782554, -20.24806), (-69.790708, -20.248583)]
2020-06-17;Calama;[(-68.940905, -22.445064), (-68.943351, -22.444984), (-68.943566, -22.446769), (-68.938888, -22.447523), (-68.939403, -22.450656), (-68.949231, -22.450974), (-68.948458, -22.461048), (-68.951419, -22.462634), (-68.950518, -22.464577), (-68.948115, -22.463626), (-68.947514, -22.465886), (-68.942793, -22.465331), (-68.942407, -22.467155), (-68.944853, -22.468464), (-68.94421, -22.469852), (-68.940776, -22.468384), (-68.94039, -22.47001), (-68.939575, -22.471874), (-68.941978, -22.47354), (-68.94069, -22.475523), (-68.938073, -22.473857), (-68.936184, -22.479607), (-68.943394, -22.480083), (-68.943008, -22.482462), (-68.934854, -22.483374), (-68.933695, -22.485159), (-68.929747, -22.484722), (-68.929361, -22.486388), (-68.925842, -22.489005), (-68.926829, -22.493406), (-68.920692, -22.493961), (-68.895372, -22.470804), (-68.898934, -22.46196), (-68.897046, -22.445857), (-68.910693, -22.433402), (-68.914898, -22.431339), (-68.925885, -22.42884), (-68.9264, -22.432172), (-68.935755, -22.436218), (-68.939446, -22.436218), (-68.940905, -22.445064)]
2020-06-17;Viña del mar;[(-71.50942, -32.960269), (-71.538235, -32.951004), (-71.547161, -32.947475), (-71.54935, -32.948033), (-71.549318, -32.948195), (-71.5492, -32.948213), (-71.5492, -32.948114), (-71.549039, -32.948141), (-71.548814, -32.948087), (-71.548856, -32.948195), (-71.548717, -32.948227), (-71.548808, -32.948605), (-71.548916, -32.948641), (-71.548916, -32.948699), (-71.548937, -32.948798), (-71.548862, -32.94883), (-71.548891, -32.948965), (-71.548913, -32.949048), (-71.548937, -32.949089), (-71.548942, -32.949136), (-71.548921, -32.949165), (-71.548966, -32.949302), (-71.548913, -32.94984), (-71.548969, -32.949838), (-71.549039, -32.94982), (-71.549074, -32.949843), (-71.549133, -32.949863), (-71.549165, -32.949899), (-71.549079, -32.949944), (-71.548966, -32.949919), (-71.548977, -32.949978), (-71.54894, -32.950007), (-71.548948, -32.950041), (-71.549023, -32.950063), (-71.548993, -32.950149), (-71.548937, -32.950205), (-71.548832, -32.950243), (-71.548795, -32.950227), (-71.548733, -32.950302), (-71.5488, -32.950297), (-71.548867, -32.950304), (-71.548932, -32.950408), (-71.548873, -32.950435), (-71.548803, -32.950374), (-71.54869, -32.950396), (-71.548645, -32.950455), (-71.54865, -32.950525), (-71.548779, -32.950491), (-71.548814, -32.950511), (-71.548701, -32.950576), (-71.548677, -32.950657), (-71.548615, -32.95059), (-71.548368, -32.950851), (-71.548197, -32.950986), (-71.547928, -32.951229), (-71.547993, -32.951382), (-71.547843, -32.9514), (-71.5478, -32.951535), (-71.547735, -32.952363), (-71.547499, -32.95285), (-71.547177, -32.95366), (-71.54722, -32.95429), (-71.547456, -32.954434), (-71.548186, -32.955532), (-71.548765, -32.955767), (-71.549487, -32.95552), (-71.54982, -32.955448), (-71.549975, -32.955543), (-71.550013, -32.955498), (-71.549986, -32.955448), (-71.550099, -32.95543), (-71.550131, -32.955349), (-71.550238, -32.955331), (-71.550286, -32.955367), (-71.550372, -32.955394), (-71.550372, -32.95548), (-71.550447, -32.955507), (-71.550458, -32.955448), (-71.550528, -32.955435), (-71.550549, -32.955511), (-71.550603, -32.955556), (-71.550549, -32.955606), (-71.550571, -32.955678), (-71.550506, -32.955696), (-71.55049, -32.955754), (-71.550437, -32.955786), (-71.550442, -32.955849), (-71.55041, -32.955907), (-71.55048, -32.955921), (-71.550501, -32.955975), (-71.55041, -32.95602), (-71.550426, -32.956078), (-71.55056, -32.956101), (-71.550501, -32.956159), (-71.550555, -32.9562), (-71.550587, -32.95615), (-71.550673, -32.956227), (-71.550726, -32.956317), (-71.550694, -32.956393), (-71.550624, -32.956456), (-71.550549, -32.956502), (-71.550683, -32.956592), (-71.55078, -32.956646), (-71.550823, -32.956718), (-71.550764, -32.95679), (-71.55093, -32.956817), (-71.551011, -32.956916), (-71.551032, -32.957006), (-71.550978, -32.957105), (-71.551075, -32.957123), (-71.551204, -32.957096), (-71.551327, -32.957136), (-71.551563, -32.957276), (-71.551638, -32.957276), (-71.551692, -32.957195), (-71.551826, -32.95733), (-71.551869, -32.957397), (-71.551864, -32.957465), (-71.551874, -32.957573), (-71.551864, -32.957703), (-71.551783, -32.957712), (-71.55174, -32.95778), (-71.551794, -32.957865), (-71.551719, -32.957964), (-71.551595, -32.957987), (-71.551574, -32.957865), (-71.551461, -32.957915), (-71.551349, -32.957915), (-71.551274, -32.957933), (-71.551145, -32.957865), (-71.551118, -32.957793), (-71.550978, -32.957883), (-71.550828, -32.958081), (-71.550388, -32.958414), (-71.550458, -32.958518), (-71.550276, -32.958545), (-71.550329, -32.95859), (-71.550356, -32.958653), (-71.550244, -32.958689), (-71.550227, -32.958594), (-71.550152, -32.958608), (-71.550056, -32.958689), (-71.550077, -32.958756), (-71.549986, -32.958815), (-71.550002, -32.958955), (-71.549954, -32.959009), (-71.549873, -32.95891), (-71.549144, -32.959837), (-71.548758, -32.960152), (-71.548178, -32.960773), (-71.547706, -32.961682), (-71.54762, -32.962006), (-71.547717, -32.962195), (-71.547685, -32.962411), (-71.547588, -32.962537), (-71.547363, -32.962609), (-71.547213, -32.962951), (-71.547052, -32.964086), (-71.546987, -32.964248), (-71.546794, -32.964986), (-71.546816, -32.965148), (-71.546687, -32.965544), (-71.546558, -32.966993), (-71.546655, -32.968703), (-71.546322, -32.969603), (-71.546129, -32.970576), (-71.546172, -32.971809), (-71.546344, -32.972331), (-71.546462, -32.97432), (-71.546622, -32.974959), (-71.546794, -32.975049), (-71.546794, -32.975247), (-71.546698, -32.975463), (-71.546515, -32.975733), (-71.546451, -32.97594), (-71.546462, -32.977074), (-71.546344, -32.977389), (-71.546344, -32.977632), (-71.54629, -32.977866), (-71.546322, -32.978307), (-71.54658, -32.97846), (-71.546655, -32.978649), (-71.546644, -32.978874), (-71.546762, -32.979153), (-71.54717, -32.979567), (-71.547352, -32.979909), (-71.547599, -32.980116), (-71.547695, -32.980449), (-71.547835, -32.980593), (-71.547996, -32.980683), (-71.548339, -32.980728), (-71.548704, -32.9808), (-71.548779, -32.980971), (-71.548929, -32.981115), (-71.549026, -32.981259), (-71.549154, -32.981412), (-71.549165, -32.981745), (-71.549058, -32.981925), (-71.549133, -32.982195), (-71.549122, -32.982474), (-71.548994, -32.982528), (-71.548865, -32.982627), (-71.548865, -32.982726), (-71.548983, -32.982807), (-71.549069, -32.982987), (-71.549026, -32.983311), (-71.5488, -32.983491), (-71.5485, -32.983932), (-71.548318, -32.983986), (-71.547996, -32.984274), (-71.547888, -32.984589), (-71.547878, -32.984751), (-71.547953, -32.984868), (-71.548135, -32.98503), (-71.548168, -32.985291), (-71.548125, -32.985372), (-71.547685, -32.985597), (-71.547663, -32.985705), (-71.54777, -32.985831), (-71.547728, -32.986047), (-71.547384, -32.986425), (-71.547266, -32.987091), (-71.547298, -32.987946), (-71.547352, -32.98809), (-71.547395, -32.988288), (-71.547341, -32.988549), (-71.547352, -32.988972), (-71.547234, -32.98917), (-71.547481, -32.989584), (-71.547588, -32.989934), (-71.547824, -32.99015), (-71.547985, -32.990276), (-71.548811, -32.990448), (-71.549391, -32.990402), (-71.54982, -32.990448), (-71.549959, -32.990591), (-71.550045, -32.990825), (-71.549798, -32.991113), (-71.549455, -32.991104), (-71.548961, -32.990951), (-71.54865, -32.99114), (-71.548522, -32.991779), (-71.548946, -32.995777), (-71.548918, -32.996666), (-71.549476, -32.997943), (-71.550034, -33.000661), (-71.5513, -33.005142), (-71.552459, -33.007895), (-71.552674, -33.008129), (-71.552695, -33.008434), (-71.554304, -33.01135), (-71.555356, -33.010846), (-71.555485, -33.011008), (-71.554412, -33.011547), (-71.556193, -33.013923), (-71.556643, -33.013995), (-71.557802, -33.014984), (-71.558038, -33.01529), (-71.560613, -33.017233), (-71.561278, -33.017809), (-71.562072, -33.018475), (-71.562458, -33.019032), (-71.563231, -33.019338), (-71.563681, -33.019158), (-71.563617, -33.018816), (-71.56396, -33.018834), (-71.564282, -33.019068), (-71.564647, -33.019032), (-71.565055, -33.018709), (-71.565312, -33.018834), (-71.565548, -33.019104), (-71.565441, -33.01932), (-71.56572, -33.01941), (-71.565806, -33.01968), (-71.565677, -33.020022), (-71.566213, -33.020364), (-71.566299, -33.020544), (-71.566578, -33.020346), (-71.566793, -33.020454), (-71.566621, -33.02067), (-71.566857, -33.020922), (-71.5672, -33.020868), (-71.567758, -33.020904), (-71.568359, -33.020526), (-71.568552, -33.02076), (-71.568638, -33.021587), (-71.568981, -33.022271), (-71.571385, -33.024646), (-71.573316, -33.025222), (-71.573402, -33.025581), (-71.574217, -33.026121), (-71.57529, -33.026229), (-71.575633, -33.026517), (-71.575848, -33.0272), (-71.57705, -33.027596), (-71.579281, -33.027272), (-71.580569, -33.026805), (-71.582114, -33.025653), (-71.583229, -33.025581), (-71.58486, -33.025833), (-71.586019, -33.025833), (-71.586448, -33.026445), (-71.584003, -33.030151), (-71.583617, -33.030978), (-71.57798, -33.034079), (-71.578608, -33.034734), (-71.577804, -33.036042), (-71.575383, -33.036875), (-71.572632, -33.037803), (-71.571685, -33.037403), (-71.570911, -33.037723), (-71.571073, -33.039147), (-71.569149, -33.040812), (-71.569935, -33.041697), (-71.569618, -33.042459), (-71.566582, -33.044847), (-71.564735, -33.047204), (-71.558982, -33.049901), (-71.557609, -33.050909), (-71.557437, -33.052419), (-71.558725, -33.057167), (-71.558896, -33.05875), (-71.55615, -33.062491), (-71.555806, -33.063785), (-71.556836, -33.06695), (-71.556321, -33.06882), (-71.547395, -33.077451), (-71.545335, -33.084643), (-71.541902, -33.089245), (-71.542932, -33.093848), (-71.546022, -33.096436), (-71.542245, -33.099312), (-71.540529, -33.105352), (-71.530915, -33.102045), (-71.525594, -33.101541), (-71.519929, -33.098018), (-71.515981, -33.097587), (-71.510488, -33.095286), (-71.50654, -33.095861), (-71.502763, -33.098162), (-71.500016, -33.101613), (-71.49624, -33.104202), (-71.490403, -33.105927), (-71.49109, -33.101901), (-71.489717, -33.097299), (-71.482507, -33.093848), (-71.475984, -33.093272), (-71.469804, -33.090108), (-71.467401, -33.084355), (-71.470491, -33.067813), (-71.469117, -33.066375), (-71.470662, -33.065512), (-71.472551, -33.066087), (-71.477186, -33.065943), (-71.478902, -33.064648), (-71.48594, -33.061771), (-71.486799, -33.054721), (-71.484459, -33.051816), (-71.484662, -33.049932), (-71.482978, -33.047616), (-71.483471, -33.044998), (-71.483374, -33.03966), (-71.48259, -33.035761), (-71.477869, -33.032343), (-71.476074, -33.028487), (-71.472219, -33.024343), (-71.471283, -33.020344), (-71.467944, -33.016344), (-71.466431, -33.016033), (-71.465863, -33.013204), (-71.463921, -33.010375), (-71.462077, -33.01007), (-71.461393, -33.008093), (-71.458217, -33.008111), (-71.45384, -33.009136), (-71.448346, -33.010468), (-71.445943, -33.010396), (-71.43899, -33.007625), (-71.437875, -33.001111), (-71.437017, -32.999023), (-71.438307, -32.997421), (-71.445905, -32.993885), (-71.452472, -32.991644), (-71.459686, -32.987576), (-71.466904, -32.985774), (-71.468292, -32.985769), (-71.471241, -32.983599), (-71.476107, -32.981994), (-71.47777, -32.978786), (-71.484014, -32.975679), (-71.490365, -32.977407), (-71.492254, -32.978271), (-71.496373, -32.977263), (-71.499635, -32.974815), (-71.499292, -32.971359), (-71.500493, -32.970207), (-71.503068, -32.96819), (-71.508561, -32.961997), (-71.50942, -32.960269)]
